Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
1,1,1.0,2.0,0,0,26.3875,3.0
1,3,0.0,2.0,0,0,7.75,2.0
0,3,1.0,1.0,0,0,8.05,3.0
0,3,1.0,1.0,0,0,14.5,3.0
1,2,0.0,2.0,0,0,13.0,3.0
1,1,0.0,2.0,1,0,55.9,3.0
0,3,0.0,2.0,1,0,14.4583,1.0
1,3,1.0,2.0,0,0,7.925,3.0
1,2,0.0,2.0,1,1,30.0,3.0
1,1,0.0,2.0,1,1,110.8833,1.0
0,2,1.0,2.0,0,0,26.0,3.0
0,1,1.0,2.0,0,0,40.125,1.0
0,3,1.0,2.0,0,0,8.7125,1.0
1,1,0.0,1.0,0,2,79.65,3.0
0,2,1.0,2.0,0,0,15.0,3.0
1,1,1.0,3.0,1,1,79.2,1.0
0,3,1.0,2.0,0,0,8.05,3.0
0,3,1.0,2.0,0,0,8.05,3.0
0,3,1.0,2.0,0,0,7.125,3.0
1,1,0.0,2.0,1,0,78.2667,1.0
0,3,1.0,2.0,0,0,7.25,3.0
0,3,0.0,2.0,0,2,7.75,2.0
0,2,1.0,2.0,1,0,26.0,3.0
0,3,1.0,2.0,1,1,24.15,3.0
1,2,0.0,2.0,0,0,33.0,3.0
0,3,1.0,2.0,0,0,0.0,3.0
0,3,1.0,2.0,0,0,7.225,1.0
1,1,1.0,2.0,1,0,56.9292,1.0
1,2,0.0,2.0,2,1,27.0,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
0,1,1.0,2.0,0,0,42.4,3.0
0,3,1.0,2.0,0,0,8.05,3.0
1,1,1.0,2.0,0,0,26.55,1.0
0,3,1.0,2.0,1,0,15.55,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
1,1,1.0,2.0,0,0,30.5,3.0
1,2,0.0,2.0,1,2,41.5792,1.0
1,1,0.0,2.0,0,0,153.4625,3.0
0,3,0.0,2.0,1,5,31.275,3.0
0,3,1.0,2.0,0,0,7.05,3.0
1,3,0.0,2.0,1,0,15.5,2.0
0,3,1.0,2.0,0,0,7.75,2.0
0,3,1.0,2.0,0,0,8.05,3.0
1,2,0.0,2.0,1,2,65.0,3.0
0,3,1.0,2.0,1,1,14.4,3.0
0,3,0.0,2.0,1,0,16.1,3.0
1,2,0.0,1.0,2,1,39.0,3.0
0,2,1.0,2.0,0,0,10.5,3.0
0,3,1.0,2.0,1,0,14.4542,1.0
1,1,1.0,2.0,1,0,52.5542,3.0
1,3,1.0,2.0,1,1,15.7417,1.0
0,3,1.0,2.0,0,0,7.8542,3.0
0,3,1.0,2.0,0,0,16.1,3.0
0,1,1.0,3.0,0,0,32.3208,3.0
0,2,1.0,2.0,0,0,12.35,2.0
1,1,0.0,2.0,0,0,77.9583,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
0,3,1.0,2.0,0,0,7.7333,2.0
1,1,1.0,3.0,0,0,30.0,3.0
0,3,1.0,2.0,0,0,7.0542,3.0
1,1,1.0,2.0,0,0,30.5,1.0
0,1,1.0,2.0,0,0,0.0,3.0
0,3,0.0,1.0,3,2,27.9,3.0
1,2,0.0,2.0,0,0,13.0,3.0
0,3,1.0,2.0,0,0,7.925,3.0
0,2,1.0,2.0,1,1,26.25,3.0
0,3,0.0,2.0,0,5,39.6875,3.0
0,3,1.0,2.0,1,0,16.1,3.0
0,3,1.0,2.0,0,0,7.8542,3.0
1,1,0.0,2.0,0,0,69.3,1.0
0,3,0.0,1.0,3,2,27.9,3.0
1,3,1.0,2.0,0,0,56.4958,3.0
1,3,0.0,1.0,2,1,19.2583,1.0
1,1,1.0,2.0,1,0,76.7292,1.0
0,3,1.0,1.0,0,0,7.8958,3.0
1,1,1.0,2.0,0,0,35.5,1.0
0,3,1.0,2.0,0,0,7.55,3.0
1,3,0.0,2.0,0,0,7.55,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
1,2,0.0,1.0,0,1,23.0,3.0
0,3,1.0,2.0,0,0,8.4333,3.0
1,3,0.0,2.0,0,0,7.8292,2.0
0,3,0.0,1.0,0,0,6.75,2.0
0,2,1.0,2.0,2,0,73.5,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
0,3,0.0,2.0,1,1,15.5,2.0
0,2,1.0,2.0,0,0,13.0,3.0
0,1,1.0,2.0,0,2,113.275,1.0
1,1,1.0,2.0,2,0,133.65,3.0
0,3,1.0,2.0,0,0,7.225,1.0
0,1,1.0,2.0,0,0,25.5875,3.0
0,3,1.0,2.0,0,0,7.4958,3.0
1,3,1.0,2.0,1,0,7.925,3.0
0,2,1.0,2.0,2,0,73.5,3.0
0,2,1.0,2.0,0,0,13.0,3.0
0,3,1.0,2.0,0,0,7.775,3.0
0,3,1.0,2.0,0,0,8.05,3.0
1,1,0.0,2.0,1,0,52.0,3.0
1,2,0.0,2.0,1,1,39.0,3.0
0,1,1.0,2.0,1,0,52.0,3.0
0,2,1.0,3.0,0,0,10.5,3.0
1,2,1.0,2.0,0,0,13.0,3.0
0,2,1.0,2.0,0,0,0.0,3.0
0,3,1.0,1.0,0,0,7.775,3.0
0,3,1.0,2.0,0,0,8.05,3.0
1,3,0.0,1.0,0,0,9.8417,3.0
0,3,0.0,2.0,1,6,46.9,3.0
1,1,1.0,2.0,0,1,512.3292,1.0
0,3,0.0,2.0,0,0,8.1375,2.0
1,1,1.0,2.0,0,0,76.7292,1.0
0,3,1.0,2.0,0,0,9.225,3.0
0,3,1.0,1.0,5,2,46.9,3.0
0,2,1.0,3.0,1,1,39.0,3.0
0,2,1.0,2.0,1,2,41.5792,1.0
0,3,1.0,1.0,4,1,39.6875,3.0
0,3,1.0,1.0,0,0,10.1708,3.0
0,3,1.0,1.0,0,0,7.7958,3.0
1,1,0.0,1.0,0,1,211.3375,3.0
1,1,1.0,2.0,1,0,57.0,3.0
1,3,0.0,1.0,0,1,13.4167,1.0
1,3,1.0,2.0,0,0,56.4958,3.0
0,3,1.0,2.0,0,0,7.225,1.0
0,1,1.0,3.0,0,0,26.55,3.0
0,2,1.0,2.0,0,0,13.5,3.0
0,3,1.0,2.0,0,0,8.05,3.0
1,3,0.0,2.0,0,0,7.7333,2.0
0,1,1.0,2.0,1,1,110.8833,1.0
0,3,1.0,2.0,0,0,7.65,3.0
1,1,0.0,1.0,1,0,227.525,1.0
1,1,1.0,2.0,0,0,26.2875,3.0
0,3,0.0,1.0,0,1,14.4542,1.0
0,3,1.0,2.0,0,0,7.7417,2.0
0,3,1.0,2.0,1,0,7.8542,3.0
0,2,1.0,2.0,0,0,26.0,3.0
1,2,0.0,2.0,0,0,13.5,3.0
1,1,1.0,2.0,0,0,26.2875,3.0
1,1,0.0,2.0,0,0,151.55,3.0
1,3,1.0,2.0,1,1,15.2458,1.0
1,1,0.0,2.0,0,0,49.5042,1.0
0,1,1.0,2.0,0,0,26.55,3.0
1,1,1.0,2.0,1,0,52.0,3.0
0,3,1.0,2.0,0,0,9.4833,3.0
0,2,1.0,2.0,0,0,13.0,3.0
0,3,1.0,1.0,0,0,7.65,3.0
1,1,0.0,2.0,0,0,227.525,1.0
1,2,0.0,2.0,0,0,10.5,3.0
0,3,1.0,2.0,0,0,15.5,2.0
0,3,1.0,2.0,0,0,7.775,3.0
1,2,0.0,1.0,0,1,33.0,3.0
0,3,1.0,1.0,1,0,7.0542,3.0
0,2,1.0,2.0,0,0,13.0,3.0
0,2,1.0,2.0,0,0,13.0,3.0
1,1,1.0,2.0,1,0,53.1,3.0
0,3,1.0,2.0,0,0,8.6625,3.0
1,2,0.0,2.0,3,0,21.0,3.0
1,3,0.0,2.0,0,0,7.7375,2.0
0,2,1.0,2.0,1,0,26.0,3.0
0,3,0.0,2.0,1,0,7.925,3.0
1,1,0.0,2.0,0,0,211.3375,3.0
0,3,1.0,1.0,0,0,18.7875,1.0
0,2,1.0,2.0,0,0,0.0,3.0
0,2,1.0,2.0,0,0,13.0,3.0
0,2,1.0,2.0,0,0,13.0,3.0
0,3,1.0,2.0,0,0,16.1,3.0
0,3,0.0,2.0,1,3,34.375,3.0
1,1,1.0,2.0,0,0,512.3292,1.0
0,3,1.0,2.0,0,0,7.8958,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
1,1,1.0,2.0,0,0,30.0,3.0
0,1,1.0,2.0,1,0,78.85,3.0
1,1,0.0,2.0,2,2,262.375,1.0
0,3,1.0,2.0,1,0,16.1,3.0
1,3,1.0,2.0,0,0,7.925,3.0
0,1,1.0,3.0,1,1,71.0,3.0
0,3,1.0,1.0,1,1,20.25,3.0
1,2,0.0,2.0,0,0,13.0,3.0
0,1,1.0,1.0,1,0,53.1,3.0
0,3,1.0,2.0,0,0,7.75,2.0
1,2,0.0,1.0,1,1,23.0,3.0
1,3,1.0,1.0,0,1,12.475,3.0
0,3,1.0,2.0,0,0,9.5,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
1,2,0.0,2.0,1,2,65.0,3.0
1,2,1.0,1.0,1,1,14.5,3.0
0,3,1.0,2.0,0,0,7.7958,3.0
0,2,1.0,1.0,0,0,11.5,3.0
0,3,1.0,2.0,0,0,8.05,3.0
1,1,0.0,2.0,0,0,86.5,3.0
0,3,1.0,2.0,0,0,14.5,3.0
0,3,1.0,2.0,0,0,7.125,3.0
1,3,1.0,2.0,0,0,7.2292,1.0
1,1,0.0,2.0,1,2,120.0,3.0
0,3,1.0,1.0,0,0,7.775,3.0
1,1,0.0,2.0,1,0,77.9583,3.0
0,1,1.0,2.0,0,0,39.6,1.0
0,3,0.0,2.0,0,0,7.75,2.0
0,3,1.0,2.0,1,0,24.15,2.0
0,3,1.0,2.0,0,0,8.3625,3.0
0,3,1.0,2.0,0,0,9.5,3.0
0,3,1.0,2.0,0,0,7.8542,3.0
0,2,0.0,2.0,0,0,10.5,3.0
0,3,1.0,2.0,0,0,7.225,1.0
1,2,0.0,2.0,1,3,23.0,3.0
0,3,1.0,1.0,0,0,7.75,3.0
0,3,1.0,2.0,0,0,7.75,2.0
1,3,0.0,1.0,0,0,12.475,3.0
0,3,1.0,2.0,0,0,7.7375,2.0
1,1,0.0,2.0,0,1,211.3375,3.0
1,3,0.0,1.0,0,0,7.2292,1.0
1,1,0.0,1.0,1,0,57.0,3.0
0,1,1.0,2.0,0,0,30.0,3.0
0,3,1.0,2.0,1,2,23.45,3.0
0,3,1.0,2.0,0,0,7.05,3.0
0,3,1.0,2.0,0,0,7.25,3.0
1,3,0.0,1.0,0,0,7.4958,3.0
0,3,1.0,1.0,4,1,29.125,2.0
1,3,1.0,1.0,1,2,20.575,3.0
0,1,1.0,2.0,0,0,79.2,1.0
0,3,1.0,2.0,0,0,7.75,2.0
0,2,1.0,1.0,0,0,26.0,3.0
0,3,0.0,2.0,8,2,69.55,3.0
0,1,1.0,2.0,0,0,30.6958,1.0
0,3,1.0,2.0,0,0,7.8958,3.0
0,2,1.0,2.0,0,0,13.0,3.0
1,1,0.0,2.0,0,0,25.9292,3.0
1,3,0.0,2.0,0,0,8.6833,3.0
0,3,1.0,2.0,0,0,7.2292,1.0
0,3,0.0,2.0,1,1,24.15,3.0
0,2,1.0,2.0,0,0,13.0,3.0
1,2,0.0,2.0,1,1,26.25,3.0
1,1,1.0,1.0,1,2,120.0,3.0
1,3,1.0,1.0,0,1,8.5167,1.0
1,3,1.0,2.0,0,0,6.975,3.0
0,3,1.0,2.0,0,0,7.775,3.0
0,1,1.0,2.0,0,0,0.0,3.0
0,3,0.0,1.0,0,0,7.775,3.0
0,2,1.0,2.0,0,0,13.0,3.0
1,1,0.0,2.0,1,0,53.1,3.0
0,3,1.0,2.0,0,0,7.8875,3.0
0,3,1.0,2.0,0,0,24.15,3.0
0,2,1.0,2.0,0,0,10.5,3.0
0,3,0.0,1.0,4,2,31.275,3.0
0,3,1.0,2.0,0,0,8.05,3.0
0,1,1.0,2.0,0,0,0.0,3.0
0,3,0.0,2.0,0,0,7.925,3.0
0,2,1.0,2.0,1,1,37.0042,1.0
0,3,1.0,2.0,0,0,6.45,3.0
0,3,1.0,1.0,3,2,27.9,3.0
1,1,0.0,2.0,1,1,93.5,3.0
1,3,1.0,2.0,0,0,8.6625,3.0
0,1,1.0,2.0,0,0,0.0,3.0
1,3,0.0,2.0,0,1,12.475,3.0
0,3,1.0,1.0,4,1,39.6875,3.0
0,3,1.0,2.0,0,0,6.95,2.0
0,3,1.0,2.0,0,0,56.4958,3.0
1,2,1.0,1.0,0,2,37.0042,1.0
1,3,1.0,2.0,0,0,7.75,2.0
1,1,0.0,3.0,0,0,80.0,3.0
1,3,0.0,1.0,1,0,14.4542,1.0
1,2,1.0,1.0,1,1,18.75,3.0
0,3,1.0,2.0,0,0,7.2292,1.0
0,3,1.0,2.0,0,0,7.8542,3.0
0,3,1.0,1.0,0,0,8.3,3.0
1,1,0.0,2.0,1,1,83.1583,1.0
0,3,1.0,2.0,0,0,8.6625,3.0
0,3,1.0,2.0,0,0,8.05,3.0
1,3,1.0,2.0,0,0,56.4958,3.0
1,1,1.0,2.0,0,0,29.7,1.0
0,3,1.0,2.0,0,0,7.925,3.0
0,2,1.0,1.0,0,0,10.5,3.0
1,1,0.0,2.0,0,0,31.0,1.0
0,3,1.0,2.0,0,0,6.4375,1.0
0,3,1.0,1.0,0,0,8.6625,3.0
0,3,1.0,2.0,0,0,7.55,3.0
0,3,1.0,2.0,8,2,69.55,3.0
0,3,1.0,2.0,0,0,7.8958,1.0
0,2,1.0,2.0,0,1,33.0,3.0
1,1,0.0,2.0,1,0,89.1042,1.0
0,3,1.0,1.0,4,2,31.275,3.0
0,3,1.0,3.0,0,0,7.775,3.0
0,3,0.0,1.0,1,1,15.2458,1.0
1,1,0.0,1.0,0,1,39.4,3.0
0,2,0.0,2.0,1,0,26.0,3.0
1,3,0.0,1.0,0,1,9.35,3.0
1,1,0.0,2.0,1,1,164.8667,3.0
1,1,1.0,2.0,0,0,26.55,3.0
1,3,0.0,2.0,0,3,19.2583,1.0
0,3,1.0,2.0,0,0,7.2292,1.0
0,3,1.0,2.0,2,0,14.1083,3.0
0,2,1.0,2.0,1,0,11.5,3.0
1,1,0.0,2.0,0,0,25.9292,3.0
0,3,0.0,2.0,8,2,69.55,3.0
0,2,1.0,2.0,0,0,13.0,3.0
1,2,0.0,2.0,0,0,13.0,3.0
1,2,0.0,2.0,1,0,13.8583,1.0
0,1,1.0,2.0,0,0,50.4958,3.0
0,3,1.0,2.0,0,0,9.5,3.0
1,3,1.0,1.0,1,1,11.1333,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
1,1,0.0,2.0,1,1,52.5542,3.0
0,1,1.0,2.0,0,0,5.0,3.0
0,3,1.0,2.0,0,0,9.0,3.0
1,2,0.0,2.0,1,0,24.0,1.0
1,3,0.0,1.0,0,0,7.225,1.0
0,3,1.0,2.0,0,0,9.8458,3.0
0,3,1.0,1.0,0,0,7.8958,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
1,1,0.0,2.0,0,1,83.1583,1.0
1,2,0.0,2.0,0,1,26.0,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
0,3,0.0,2.0,0,0,10.5167,3.0
0,2,1.0,2.0,0,0,10.5,3.0
0,3,1.0,2.0,0,0,7.05,3.0
0,3,0.0,2.0,0,5,29.125,2.0
0,2,1.0,2.0,0,0,13.0,3.0
1,1,0.0,1.0,0,0,30.0,3.0
0,3,0.0,2.0,1,2,23.45,3.0
1,1,1.0,2.0,0,0,30.0,1.0
0,3,1.0,2.0,0,0,7.75,2.0
